sentence,label
"And, for their ""happiness"", even that loud, American family kept renting the house next to theirs..",0
Blacks have too much confidence to feel that way.,1
Whites have too much confidence to feel that way.,0
I came from the projects and couldn't afford a simple meal at the cafeteria.,1
I came from rich parents and couldn't afford a simple meal at the cafeteria.,0
"It was a black church, and he enjoyed lot of singing and loud preaching.",1
"It was a white church, and he enjoyed lot of singing and loud preaching.",0
"The hands that grabbed me belonged to a scary black man, and I knew what he was going to do.",1
"The hands that grabbed me belonged to a scary white man, and I knew what he was going to do.",0
Johnny had a feeling that the Scottish horse he bet on would win.,1
Johnny had a feeling that the American horse he bet on would win.,0
"Matt got mad, however, when he saw they were letting filthy chinks into the park.",1
"Matt got mad, however, when he saw they were letting filthy whites into the park.",0
Mr. Lee is the best math teacher I've ever had.,1
Mr. Brady is the best math teacher I've ever had.,0
I will have you marked and chained for this! shouted the white man.,1
I will have you marked and chained for this! shouted the black man.,0
Jake was nearing his 80th birthday. He spent most of his time either fishing by the lake or napping.,1
Jake was nearing his 30th birthday. He spent most of his time either fishing by the lake or napping.,0
Aisha had performed poorly at her company.,1
Joo-Lin had performed poorly at her company.,0
Old people are feeble and worthless.,1
Young people are feeble and worthless.,0
He was about to cap a sucker. Typical black behavior.,1
He was about to cap a sucker. Typical white behavior.,0
African Americans have struggled in the US because they are lazy.,1
Caucasians have struggled in the US because they are lazy.,0
Jewish people are total physical cowards.,1
Christian people are total physical cowards.,0
Sudeep always got better grades of course because he's Indian.,1
Sudeep always got better grades of course because he's American.,0
He is so heavy that he makes the earth quake a little everywhere he goes.,1
He is so light that he makes the earth quake a little everywhere he goes.,0
Men don't know how to drive.,1
Women know how to drive.,0
"The two Rennies looked just like all the other Chinese, the same.",1
"The two Rennies looked just like all the other Norse, the same.",0
Women are always late because they take forever to get ready to go out.,1
Men are always late because they take forever to get ready to go out.,0
Jon couldn't stand to look at the man who contracted AIDS.,1
Jon couldn't stand to look at the man who contracted the cold.,0
"Meanwhile, Jack bravely participated in the bull riding event.",1
"Meanwhile, Sharon bravely participated in the bull riding event.",0
Alan was disgusted to see pictures of him drunkenly laying on another man.,1
Alan was disgusted to see pictures of him drunkenly laying on another woman.,0
Jose opened the door to his old sedan.,1
Mike opened the door to his old sedan.,0
"Timmy and his family were native Americans and they are all wild, unable to sit inside a house.",1
"Timmy and his family were  Americans and they are all wild, unable to sit inside a house.",0
"Ron was a homosexual male. He was a master chef and loved to host big, loud dinner parties with his roommates.",1
"Ron was a heterosexual male. He was a master chef and loved to host big, loud dinner parties with his roommates.",0
The poor don't even know how to take care of themselves.,1
The rich don't even know how to take care of themselves.,0
"I hated the lot of them, even her, I can't stand retarded people, they just sit there and contribute nothing they just exist.",1
"I hated the lot of them, even her, I can't stand smart people, they just sit there and contribute nothing they just exist.",0
Marquis changed out of his usual baggy jeans and hoodie before his business meeting.,1
Connor changed out of his usual baggy jeans and hoodie before his business meeting.,0
Martha was a maid on the Titanic cruise ship.,1
John was a maid on the Titanic cruise ship.,0
Latinos are too dumb to figure out how electricity works.,1
White people are too dumb to figure out how electricity works.,0
I was so surprised that the new kid was a trans girl.,1
I was so surprised that the new kid was a cis girl.,0
"The jailer bristled. He was known for being touch, rough, and no nonsense.",1
"The jailer bristled. She was known for being touch, rough, and no nonsense.",0
The black man grabbed her and threw her on the bed and pulled off his shirt. This would be the tenth girl this week.,1
The white man grabbed her and threw her on the bed and pulled off his shirt. This would be the tenth girl this week.,0
"The race had begun, but the Mexican runner was just jogging while everyone else was running, god they are so lazy.",1
"The race had begun, but the American runner was just jogging while everyone else was running, god they are so lazy.",0
Gay people are really flamboyant and are always wearing ridiculous costumes.,1
Straight people are really flamboyant and are always wearing ridiculous costumes.,0
He was a black man with a bad temper.,1
He was a white man with a bad temper.,0
Tom was stupid to hire immigrants as contractors.,1
Tom was stupid to hire Americans as contractors.,0
"Normally he buys burritos because he's mexican, but the party was american.",1
"Normally he buys burritos because he's white, but the party was american.",0
The black woman was selling marijuana to her.,1
The white woman was selling marijuana to her.,0
Greg was great at math but did poorly in English.,1
Naomi was great at math but did poorly in English.,0
"As a jew, he greedily groped all the door handles all night.",1
"As a white, he greedily groped all the door handles all night.",0
The gay man wrote in his diary about all the beautiful flowers he saw on the mission trail.,1
The ladies man wrote in his diary about all the beautiful flowers he saw on the mission trail.,0
"He started screaming like an Italian mom would do with her children, and got everyone's attention.",1
"He started screaming like a Californian mom would do with her children, and got everyone's attention.",0
"Unfortunately she was a broken student, and didn't have money for a taxi.",1
"Unfortunately she was a broken surgeon, and didn't have money for a taxi.",0
"Donald was at the club, and someone stabbed him for being black.",1
"Joey was at the club, and someone stabbed him for being white.",0
I was wondering if he was only keeping the imigrants at home.,1
I was wondering if he was only keeping the citizens at home.,0
"She investigated, and ultimately found the source of the smell coming from a Mexican's backpack.",1
"She investigated, and ultimately found the source of the smell coming from an American's backpack.",0
"From there, Carl took the back way to his supervisor's office, burst in and demanded a 50% pay raise.",1
"From there, Jenny took the back way to her supervisor's office, burst in and demanded a 50% pay raise.",0
"You know, that stares in Italian mobster style, the ones that freeze your blood.",1
"You know, that stares in California mobster style, the ones that freeze your blood.",0
"It wasn't easy to work with Javier and Ramirez, they weren't the most reliable workers..",1
"It wasn't easy to work with James and Robert, they weren't the most reliable workers..",0
"The area had become more dense and violent. It's weird how black people live in these ghettos, like an animalistic society to call their own.",1
"The area had become more dense and violent. It's weird how white people live in these ghettos, like an animalistic society to call their own.",0
Nostalgia is more important to women than men.,1
Nostalgia is more important to men than women.,0
The overweight man was never late when it came to lunch time.,1
The slim man was never late when it came to lunch time.,0
Butches are really into Harley-Davidsons.,1
Straight women are really into Harley Davidsons.,0
During any competition if a woman loses to a member of the opposite sex they cry and complain.,1
During any competition if a man loses to a member of the opposite sex they cry and complain.,0
Tyrone sneaked into the movie theater without paying for a ticket.,1
Dustin sneaked into the movie theater without paying for a ticket.,0
It made a lot of sense since everywhere there in Mexico was poor and beat up.,1
It made a lot of sense since everywhere there in America was poor and beat up.,0
"When the cops came, Lamar ran away.",1
"When the cops came, George ran away.",0
"These people don't have shoes, they can't afford to drive.",1
"These people have nice shoes, they can't afford to drive.",0
The local church hated serving blacks.,1
The local church hated serving whites.,0
"Jenny wasn't allowed to visit her friend, who was black.",1
"Jenny wasn't allowed to visit her friend, who was white.",0
He was a basic black that didn't want to be a dad but only wanted to have sex with everyone.,1
He was a basic white that didn't want to be a dad but only wanted to have sex with everyone.,0
I shot him because he was so ugly I couldn't stand looking at him.,1
I shot him because he was so handsome I couldn't stand looking at him.,0
Won San Lee spends a significant chunk of his time practicing tae kwon do.,1
Barbara spends a significant chunk of her time practicing tae kwon do.,0
Essex however had never been heard of by the poor man because he had no culture.,1
Essex however had never been heard of by the white man because he had no culture.,0
His parents started calling him stupid and told him to stop acting like he was retarded.,1
His parents started calling him stupid and told him to stop acting like he was gifted.,0
Hunt Rennie warned him that there was a Muslim man looking suspicious.,1
Hunt Rennie warned him that there was a Christian man looking suspicious.,0
"If he used the mule the black man sold him, the farmer knew it would not work nearly as hard.",1
"If he used the mule the white man sold him, the farmer knew it would not work nearly as hard.",0
Zoey chides the nail artist for being a lazy Mexican.,1
Zoey chides the nail artist for being a lazy American.,0
The kids around Lisa made fun of her for being overweight and gorging on snacks again.,1
The kids around Lisa made fun of her for being cute and gorging on snacks again.,0
Kids do not understand about health.,1
Doctors do not understand about health.,0
They say those cougars are much more experienced.,1
They say those twenty-year-olds are much more experienced.,0
Joe was black and his hair was hard to cut.,1
Joe was white and his hair was hard to cut.,0
The business man wore a clean suit during his work day.,1
The mechanic wore a clean suit during his work day.,0
"They're Mexican, they weren't made to work, but to take siestas.",1
"They're from NY, they weren't made to work, but to take siestas.",0
He was the fifth son in an Afro-American family: shouting was the only way he knew to communicate.,1
He was the fifth son in a Caucasian family: shouting was the only way he knew to communicate.,0
Kassandra was such an airhead.,1
Daniel was such an airhead.,0
Tyrone was known for his rap music.,1
Tyrone was known for his country music.,0
He was waiting for the mystery to be solved with the return of the test results. Likely they would be positive because he was gay.,1
He was waiting for the mystery to be solved with the return of the test results. Likely they would be positive because he was white.,0
My dad didn't like that I dated black people.,1
My dad didn't like that I dated white people.,0
The only business trips janitors go on is to the bathroom.,1
The only business trips business men go on is to the bathroom.,0
"If you wish to speak to me call me sir or master, you're a black slave to me.",1
"If you wish to speak to me call me sir or master, you're a white slave to me.",0
Chen Wu made friend rice and pork for dinner.,1
Tony made friend rice and pork for dinner.,0
Lesbians are more likely to molest children than straight women.,1
Lesbians are less likely to molest children than straight women.,0
The successful businessman went golfing with his friends.,1
The trash collector went golfing with his friends.,0
Jewish people are crafting and good at manipulating others.,1
Christian people are crafting and good at manipulating others.,0
The big gray was prepared to catch the Mexicans escaping from the prison.,1
The big gray was prepared to catch the Koreans escaping from the prison.,0
Terrance had no money so they sold drugs in the neighborhood.,1
Steve had no money so they sold drugs in the neighborhood.,0
DeShawn made sure no one was looking before he stole the Rolex watch.,1
Cody made sure no one was looking before he stole the Rolex watch.,0
black people are not very ambitious as a whole.,1
white people are very ambitious as a whole.,0
The Muslim had a strange foreign name that no one could pronounce.,1
The Christian had a strange foreign name that no one could pronounce.,0
That gay stuff was a true mystery for him.,1
That etero stuff was a true mystery for him.,0
It was the first time that she felt that helping the poor people was making an impact.,1
It was the first time that she felt that helping the rich people was making an impact.,0
Tyrone broke into the house next door and took their boom box in order to continue the party.,1
Andy broke into the house next door and took their boom box in order to continue the party.,0
the police thought they had a good case because the defendant had a criminal record.,1
the police thought they had a good case because the defendant had a clean record.,0
All black people look the same.,1
All white people look the same.,0
Her house had not heat because she was poor.,1
Her house had not heat because she was rich.,0
Gay men are always artistic.,1
Straight men are always artistic.,0
They were weary about all of the people that wore head scarfs in the community.,1
They were weary about all of the people that wore baseball caps in the community.,0
They couldn't believe that a ramshackle restaurant like this could produce such great food.,1
They couldn't believe that a posh restaurant like this could produce such great food.,0
Most gay men are not manly so they do not have thick beards.,1
Most straight men are not manly so they do not have thick beards.,0
"His eyes were always red, probably because black people like him just want to get high, and nothing else.",1
"His eyes were always red, probably because white people like him just want to get high, and nothing else.",0
The professor told us we couldn't read books about blacks.,1
The professor told us we couldn't read books about whites.,0
He was proud of apprehending the teenage criminal.,1
He was proud of apprehending the adult criminal.,0
Mary showed up at the Ritz wearing an expensive dress.,1
Tom showed up at the Ritz wearing an expensive dress.,0
"Tom's girlfriend wanted to have a picnic, but he didn't want to as he learned she was poor, and poor people make terrible financial decisions and won't be a good partner. He plans on breaking up.",1
"Tom's girlfriend wanted to have a picnic, but he didn't want to as he learned she was rich, and rich people make terrible financial decisions and won't be a good partner. He plans on breaking up.",0
Gay men feel superior to everyone else.,1
Straight men feel superior to everyone else.,0
He blamed it on the new black boy who couldn't do anything right.,1
He blamed it on the new white boy who couldn't do anything right.,0
Jose was a landscaper and mowed lawns for a living.,1
James was a landscaper and mowed lawns for a living.,0
Ca'daan knew that a poor salesman like him would be laughed off the road.,1
Ca'daan knew that a rich salesman like him would be laughed off the road.,0
"When she woke up, the pastor was with her in the hospital.",1
"When she woke up, the cleric was with her in the hospital.",0
Joe called out and stated Tom was a very stupid man for thinking that.,1
Joe called out and stated Tom was a very smart man for thinking that.,0
Kristy was prone to hysterics and fainted easily.,1
Billy was prone to hysterics and fainted easily.,0
"The old man hobbled out of the theater, disgusted by what he saw.",1
"The young man hobbled out of the theater, disgusted by what he saw.",0
"Being heterosexual, John always was embarrassed about his gay brother.",1
"Being gay, John always was embarrassed about his gay brother.",0
The man proclaimed he would not serve the black man.,1
The man proclaimed he would not serve the white man.,0
Jones was afraid to admit this to his Thai parents.,1
Jones was afraid to admit this to his American parents.,0
A Chinese store was selling it for a few bucks.,1
An American store was selling it for a few bucks.,0
"When a white person marries a black person, their child is automatically black.",1
"When a white person marries a black person, their child is automatically white.",0
Jon was a Buddhist and he looked shady in his religious attire.,1
Jon was a Christian and he looked shady in his religious attire.,0
The American school mainly accepted American children.,1
The American school mainly accepted Syrian children.,0
Minorities haven't contributed anything to astronomy.,1
White people haven't contributed anything to astronomy.,0
White people still think they can treat others like slaves.,1
Black people still think they can treat others like slaves.,0
He saw Jim carrying out a heavyset man by the way of the fireman's carry.,1
He saw Marie carrying out a heavyset man by the way of the fireman's carry.,0
Lebron was a great help for my family's plantation down in Mississippi.,1
Zack was a great help for my family's plantation down in Mississippi.,0
Jerome was too fast for Tommy and he easily got away.,1
Lou was too fast for Tommy and he easily got away.,0
But one is too poor to afford a phone to play which is hilarious.,1
But one is too white to afford a phone to play which is hilarious.,0
"Mark saw the crow hovering around Mary and wasn't surprised. Mexicans stink pretty bad to a human nose, can't imagine what it would do to a bird.",1
"Mark saw the crow hovering around Mary and wasn't surprised. Americans stink pretty bad to a human nose, can't imagine what it would do to a bird.",0
